tweets,labels
this  people i will sue them oomo de brodo tata me saa ah,Negative
ah na gal no wagyimi saa,Negative
is a whole vibe i laugh saa😂😂😂😂😂😂😂😂😂😂😂😂areagang,Neutral
i barb but my point is some want u to move almost immediately even if they can see it’s not convenient for u like maybe there’s another car blocking u in the other lane one time one driver did that and i intentionally blocked him saa until he changed direction,No Sentiment
wo di gyimii saa ei 🔥u are not musician u are ghanaian comedian keep the funnys video coming ebia u can be a hit on tiktok 🤣🤣,Positive & Negative
saa thank god,Positive
si twitter na gyimi saa,Negative
sark will continue to lie to u guys saa,Negative
ghana movie di saa,Negative
this talk talk saa na years trophiless,Negative
let’s call a spade a spade ♠️ efya is on something 😢 as tramadol bi saa,Negative
sark paa  the replies under this tweet er u go laff saa🤣🤣  sknchcu,Neutral
nfanteni na wabn saa no u don’t even know the difference between a herb and drugs 🤦🏾‍♂️,Negative
your own dey come aboa bi ba bi saa,Negative
valentine day valentine day saa na wawu😂,Negative
one man sing saa 😂😂,Neutral
woy kwasea wo saa guy wei,Negative
saa afena nu b hwiee yiee paa wo united yena be ho mere nanso wantumi ankyere ni bobr yen hwe nea marcel sabitzer yi nso b y,Negative
do yakubu saa wai 😂,Neutral
yieeee yehowa saa  years tuition fees in the mud,Negative
for start arresting people for speaking raw here bigger na kosi hyei ahyaa saa they wish it was them   dey eat them up like cancer lol find a life other than hate and god might elevate you,Negative
grandpa paa sei na u dey like agenda saa no,Neutral
you like violence o wo saa boy yi,Negative
i have been thinking saa since i saw the date i have to be there,Neutral
dear  ghana 🇬🇭 you can’t be increasing subscriptions like hausa koko the country is already in crisis if you want us to boycott you then we shall do that mtcheeeew abufu sem saa,Negative
boss i drop saa nsoprove to me that its real🙏❤  sn,Neutral
i thought you loved us mnfa saa mmba waii,Positive & Negative
i read the thing saa 😹😹😹,Neutral
hmmm my uncle friend was dinning hall master and na i suppose to go for dining but i skip it saa terms and the dining hall master caught mehe made me carry supan in the dining hallwhile the whole school were eating their dining 😭😭,Negative
i tell you so so fooling then lies saa,Negative
man u fans de saa,Negative
very soon her prayers will mame bi saa,Positive & Negative
enti saa na wo tie slim,Negative
wode mayas clothes look casual for some people in ghana only gh abeg oo how have the suits nana addon bawumia wore helped us gyimie saa ghana,Negative
saa nkwasia ball no  shxekvkf,Negative
team fon saa,Negative
saa transfergo,Neutral
saa lakh,Neutral
then manage the pm saanoko nice 👍,Positive
one season player na mo hyype no saa no,Negative
you people should revise this increment o na kurom ndwi saa yoo,Neutral
enti bottles no nyinaa saa na mo k firi nsa w bar,Negative
hahaha yes oh nkwasia message saa kwa 😂🤣,Negative
din chairman woseee anaa bia mennhu no yie y me saa leme go my front,Neutral
he no dey find nehemiah eii na ono so okaa s guy no mbue nehemiah saa de gyee din nehemiah a nebue dindindin saa no hehehe wammpon aa anka agye omo da asore dan mu h hehehe,Negative
being a muslim is not easy ooma fee me to saa sesia mframa kraa egyina me yem 😂💔💔,Negative
ooh saa 😃 why are you saying that,Neutral
barca fans de saa 😂😂,Negative
wo saa girl wie ongme hw wo dinn 😪,Neutral
after increasing your prices by heart no you still want us to add showmaxadɛn na mo te saawe just go shun dey subscribe serf cos  deɛ ɛdɔɔsowe kuku go buy data take stream matches cos thats virtually all our dstv subscription is worthshame,Negative
eiii campaign agenda paa na nfa saa no 😂😂😂😂😂😂,Negative
wonni competition arh saa o…tsw,Positive
no wonder he couldnt stay cus adwaman adokro who saa area😂😂,Negative
kwasia datro fofano is a defender not a striker ryt  gyimie saa,Negative
the goat is back saa hii ni kupeleka bullying next step 😂 welcome back chief,Neutral
enzo enzo saa den ego turn pozo,Negative
bossu saa continue for me things nu y gyai oo 😂,Negative
hahaha yaw gyae saa the clubs spending more than liverpool should tickle your curiosity a little and elicit and deeper analysis in fact liverpool fans can forgiven for acting that way 🤣🤣🤣 wei nkoaa de you cant gag us,Positive & Negative
tell them nsemhu saa,Negative
striker a ɔtwa saa 🤣🤣,Negative
you will stress over saa n go bald,Negative
alpha hour na ayɛ dɛ saa no 🔥🔥😄😄😄🙏🏾🙏🏾👌🏾👌🏾👌🏾💯💯💯 alphahour february opendoor mercy,Positive
you always want to tweet negativity aden na wagyimi saa  sf,Negative
so upon all this beauty u saa support chelsea then u are blessed sweetheart❤❤❤💙💙💙,Positive
these are the people who copy saa and even copy index numbers,Negative
yes o eny saa atanfo enya yn,Negative
he fool saa may darkness never reach him da if u can say this about someone who lost both parents,Negative
wode saa wo nkwaseakeka no suspicious wotiri so,Negative
saaa boy no de saa oo😂😂😂,Neutral
meetings saa na  suiq,No Sentiment
yeah they didn’t give us youtube live so i enjoyed the recorded one no saa,No Sentiment
sigh nti daa saa,Neutral
i am a busy person nyinaa saa woo hw anime gyimie y wo d ooo 😂🔥,Negative
we hear saa masa,Negative
gyimii saa oh so is he trying to say he killed his parents anaa,Negative
leave him alone…the hate had embedded in his heart for long so he had to let it out😀gyimii saa na mo de awu😂🫣,Negative
bɔ me din ma me following in the footsteps of bomber odin 😁,Neutral
🔥j  u  s  t        d  r  o  p  p  e  d🔥 🔊 din bi woho 🔊 by soul winners  🔛 thecalling 🛐w 🇬🇭 best urban 📻,No Sentiment
max no e be maximum anaa sɛ me din maxwell na wo de ama wo kra no,Negative
so anwa mo brɔfo din yɛ braised rice aaahhɛmfata no kraaa😅🤣😂,Negative
🔥j  u  s  t        d  r  o  p  p  e  d🔥 🔊 ne din ne yesu 🔊 by juliet antwi amoah 🔛 thecalling 🛐w 🇬🇭 best urban 📻,No Sentiment
life is lifingabrabo no mu ay din  snxf,Negative
🔥j  u  s  t        d  r  o  p  p  e  d🔥 🔊  mebo wo din daa🔊 by daughters of glorious jesus 🔛 shoutsony 🗣 w x  🇬🇭 best urban 📻,No Sentiment
twi versionmpo obi apolisifoɔ de abankaba agu ne nsa awɔ nakyi nkonsa de no ato ɔmo kokom mprɛ bebree ɛwɔ ne nsɛmkeka basaa ho,Negative
s me mey din aa na y bibi nti menkwa viral   si,Neutral
man on a mission kudus gye wo din,Positive
vibesonvibes   mooogye mo din,Neutral
adwuma nu y din forken,Negative
😂simple w din,Neutral
wakenbake me nkwasia din naa ne nana addo but my mates trys to give me gaalipt but i managed to escape it,Negative
great ampong amp flexible – din pa good name  siotkbwov,Positive
eii so all this people are single im just reading comment,Neutral
kennedy didi ne papa din ho…as kennedy y billionaire 😊,Positive & Negative
see how your man is singing happy birthday with remix as if his life depended on it 😂😂😂 adwuma no y din,Negative
ante wo din aa ny gidigidi a no de see your handle 😂,Negative
callusdid you know that you can install a solar water heater in your home or business and save money on monthly billscall the din engineering at ± amp learn more about saving money while using cleanenergy 👇👇👇  ssvw,No Sentiment
you dint even rate bruno fernandes 🤣🤣🤣 you bum cry more,Negative
you folks havent heard of nyame bɛkyerɛ and hope,Neutral
ankasa yɛ bɛfa plans,No Sentiment
memphis depay y wo papa ong😂anaa ansu fati y wo si,Negative
then is good news anaa,Positive
please we beg leave de man wale alone kakra na he go cry gv u ooh😂😂 anaa s he go stop music because of u ooh na baako suro😂😂,Negative
right now the goals finish anaa🙄,Negative
ah you started watching football yesterday anaa,Negative
they will chew some people bi p£££ this vals day  anaa,Negative
i think the free bet mostly spoilanaa,Negative
rapper amoako anaa😹😹😹,Negative
you get the information about the whereabout of atsu anaa,No Sentiment
revenge odds anaa,Negative
logo logo line anaa😂😂😂  shcwymuv,Neutral
the more the merrier anaa😂,Neutral
ghana social nu yale anaa 😂😂,Negative
why is because of ronaldo anaa 😂,Neutral
this ur beard has increased ur babyface cuteness ooooanaa meyale,Negative
so you don’t want him to celebrate wogyimi anaa,Negative
tchale wo agyimi anaa,Negative
they forgot anaa 🥲🤣,Neutral
he wants to keep the communication anaa,Neutral
they forgot anaa 🥲😂,Neutral
he should anaa,Neutral
aden wob bue zoo anaa,Negative
vodafone sim anaa din,No Sentiment
swears i thought i didnt hear well oo 🤣🤣🤣did they say he is rich anaa mabodam,Negative
write the thing is getting funny and onesided the other party is not attractive to the “yuff” anaa,Negative
ahh aboa banku na he dey shs anaa🤣,Negative
even update us mpo anaa,Negative
gb anaa,Neutral
am i the only one who feels jayz is overrated anaa mebodam,Negative
twitter anaa,No Sentiment
please get the devil glasses to see my visionɔbra yɛ battle field soldier man am on a missioni dont care where you from me nne wo mpiri positionsɛ mɛyɛ yie anaa me nyɛ yie yɛ onyankopɔn ne decisionbut life yɛ technical then trust i have the baddest design,Positive
ikon anaa,Neutral
since last week anytime i open my snap i see a lot of women cooking with the caption “cooking for my man” “cooking for babe” aden boys no se if you don’t cook no val’s day gift for you anaa🤧,Neutral
wonni vim anaa,Negative
youre tweeting too much aden broken heart catch u anaa😂😂😂💔,Negative
i told him bodybuilding nfata mi anaa,Negative
adn despite se op president anaa,Positive & Negative
abi u know dada😀anaa wose womim,Neutral
some story be anaa,No Sentiment
🙌🏾💯🔥 let me feature eh anaa backup singer😂,Neutral
na aden unfollow her nso eeerrrr anaa u dey like wat u dey see for ur tl top,Negative
towel anaa😹😹,Neutral
but geovani wo ti so ooowisdom nkoaa anaa me boa🤣,Positive & Negative
is it false that he should come inside anaa,Negative
now trying to speak twi is people’s accent is he not a ghanaian masa wagyimi anaa,Negative
but he managed excape anaa,Positive & Negative
understanding anaa y bon😂😂😂,Negative
wo hsprre something different anaa,No Sentiment
chris paul ring loading anaa😂,Neutral
sorry oo pls i cant see any grey on addo dees head o anaa,Negative
the bus shelter is for the whole ghana anaa😂😂😂eiiii,Neutral
body count anaa,Neutral
which subject do you teach please anaa all subjects,No Sentiment
days anaa,No Sentiment
adn cni feelings anaa,Negative
they can still trade him anaa,Negative
beef b anaa😹,Negative
ei so miami heat na mo agyimi anaa  monpɛ player no bi,Negative
🚨🚨🎙️ anthony elanga on his idol “it has to be ronaldinho we have a similar dribbling style and my friends call me elanginho”boy nu wagyimi anaa 😂😂😂,Negative
yet you are all over his tweet aa wabodam anaa,Negative
ei dier s exclamation o depicts shock usually anaa matii laughter 😃,Neutral
why today some stories anaa😂,Neutral
bongo anaa😂😂,Neutral
ah na boy wei wagyimi anaa,Negative
come back anaa,Neutral
its normal anaa,Neutral
herh “bet” dabi dabi na mka masm,Negative
woni obia nni competition wae,Neutral
ghanaian food vendors will make you feel like chicken isnt meat a type of meatme do you have meatvendor meat nni ho,Negative
girl yi nni emotions,Negative
ynasa biaa nni wotrim what does this got to do with what’s happening,Negative
wo saa boy wei,Negative
he is allergic to trophies o anaa you people no want trophies,Negative
as in you are not the target market anaa😂😂🤣,Negative
you want free food anaa😂😂,Neutral
for wanenti dont u have people in your party anaawe dont want him so stop forcing itpleasw,Negative
fatherbiotics anaa 😂,Neutral
na wo se na £f£ saa no eeeiii why u no dey chop anaa 🤣🥰,Positive
