tweets,labels
saa na ?te?  mennye nni mm?fra tie ananses?m efiri s? ?y? afutuo ?na afutuo nso y? mpanins?m,Positive
obi nkyekyere nyansakotokuo mfa nk?hy? adakam mm?gyina adih? mmusa s? kyer? me as?m ase,Positive
anibere b?ne nti woso k?nt?n s? wode rek?sa nsuo aba,Positive
?k?t?  a ?da sika ho po tw?re ab?,Positive
wo ntama y? fi a wosi na wonhye no,Positive
wotwa asuo wie a na wose ?d?nky?m ano p?,Positive
kikiki  wotwa asuo wie a na wose ?d?nky?m ano p?,Positive
k?nk?n ba fie na mpaninfo? nni h? a na mm?fera agye ab?,Positive
?sono akyiri aboa ne ?b?mm?fo?,Positive
abusua dua y?ntwa,Positive
suban b?ne nk? aware?,Negative
wop? wo ho as?m,Negative
kikirikikiri ne nua ne tena h? komm,Positive
me daase,Positive
m?k? bi y?nk? no kwa,Positive
ny? obi biribi ne obi obi biribi ne nea ?b?y? no yie,Positive
woy? wo ho hmm hmm a y?de wo sekan b?dwa nanka,Positive
woboa,Negative
amanfo?,No Sentiment
m?b? wo dua,Negative
nkonimdie,Positive
ntoboase? wie nkonimdie,Positive
wontee obi as?m ase a wommua no f?,Positive
owuo b?kum wo na wofr? no agya a ?bekum wo wofr? no ?na a ?b?kum wo,Positive
kunntu hwan a nakyiri ara na ?rekor?,Positive
sumina y? wura anaa b?lab?da  so y? faako a w?to wura guo ?b?d? y? k?nt?n a w?hyehy? nne?ma w? mu soa  https…,Neutral
?kwantia y? mmusuo,Positive
nokor obeng s me ne nkranfo no redi nkutaho a yaa me susu asante no san s wontumi nte ase yie paa ara aseda,Positive
y? ns? whee ?y? nyame nadom ara kwa,Positive
gye nyame di na ?b?hw? wo so,Positive
me mmue? ne s? ?no na ?w? makoma mu,Neutral
eni? me ni hwe ka anaa wohu no s?n,Neutral
?torofo? biara kasa tententen,Positive
woka hw? a na wohunu ne d?,Positive
?baa nya adware? pa a ?tumi siesie ne ho,Positive
yedi adwene d? akyi a y?b?hwe fraw,Positive
wonni sika a na y?teatea wo?,Positive
wo yere ny? a ?nte s? wo nko ara da,Positive
y?di adwene hwehw? akyiri a y?b?twa firaw,Positive
onyame nyira nka obiara,Positive
as?m to wo? a na wohunu wad?fo?,Positive
yo ma ti me daase,Positive
twi nie,No Sentiment
me kyea wo me paa kyew obi ka kyere me se adinkra ye obi din ti se  nana kofi adinkra eye nokware,Neutral
obi tas?ndua kramm?n apae anaa woboa ?po ?ntumi ny? kumaseni wawa bosomtwe asuogya te s? mpoano   sd…,Neutral
biribi reba  sxza,Negative
owura ne akoa nt?m nni twe ma mentwe,Positive
kwasea,Negative
?sono nyansa na ?sono adwene,Positive
?d? te s? asuk?kyea ?nky? na anane,Positive
nidi mu ara di makyi bimedase,Positive
na kusie w? asante mantamu nso ?,Neutral
akok? w? nkwa aduro a anka y?de no twa abosom so daa,Positive
obiara w? bor?no a ?hy? nahenky?,Positive
obiara a ?ka wo twi twer? no rete mp? ba paa k? so saa ara,Positive
wof?re wo afena a wodi nnuane fii,Positive
medaase paa,Positive
fufuo wuramnam nwa na wode koobi ne adwene afra mu na wowie a kae me o,Positive
nti me nie me paa na nipa suro sei  manim s? gyebidie  y?fr? me dums? menkra na maba —,Negative
mmaa mp? hia,Positive
mmaa p? de? ade? w?,Negative
akok? no y? asemasi dea nanso ?b?n a y? nyinaa nna,Positive
twe  kiib?d firi appstore gu wo iphone so na wob?tumi atwer? ? ne ?  stcoguiuymkbf,Positive
wohunu s? obi ab?dwes? rehye a na woasa nsuo asi wo de? ho,Positive
yoo wonnye nni a fa no saa ara,Positive
aduane a woabr? ho no na ?b?ma woamee,Positive
ny? nea y?anoa nyinaa na aben,Positive
etire ntee? a y?nnyae ky? hy?,Positive
obi de? aba na obi de? nso nam kwan mu,Neutral
nwansena nni hwee nanso ?posa ne nsa,Positive
wo ne ?kraman b? abusua a nisuo mpa wani ase da,Positive
me ba su aky bra panyin yehowa adom me su me hun y,Positive
akok?nini gyae akuntunakuntun na y?n nyinaa y? kosua mma,Positive
bantuma kyer? s?n kumase bor?noo no anaa,Neutral
obi ka ntam gu wo so s? pa wo ntama ma no a wopa ma no na wobisa no ase?,Positive
wotwa nkontompo a wosuro kumase,Positive
?koo ahen ko,Positive
yaa asantewaa e,Positive
?baa b?sia a,Neutral
wogyina apr?mo ano e,Positive
woay? bi agyae o,Neutral
?na woab? mm?den,Positive
can help you with that sia,Positive & Negative
wok? dwa a t? adepa ?ny? de? ?y? f?,Positive
nipa nyinaa d? wo a due,Positive
asem naa na waka no  nipa nyinaa d? wo a due,Positive
s? mob?ka twi firinkyem a anaa ne tiriw s? mob?twer? no mmer? biara te s? moy? bur?fo no a anka kasa no b?k? so,No Sentiment
nyansa ny? sika na w?akyekyere asie,Positive
magya me de? w? yesu h?,Positive
y? nkwa kura yesu nsam,Positive
nokware ny? ahe na woatwa mu nkontompo,Positive
p?s?wa sede? ?na peredwan sede? na w?y?? no ?n? gaana sika cedi no ?na w?y?? p?s?wa nso pesewa,No Sentiment
onyansafo? de p?s?wa gye ?kwasea nsam peredwan,Neutral
?kwasea na w?bu no b? a w?kyer? no ase?,Positive
abirekyie a ?y? ananta as?m o,Positive
ay?nko fa pii na ?ma as?m ter?,Positive
wotan obi a na wofa ne yere,Neutral
ny? kumasi nko ara o ntwer?de? l nni twi kasa mu ntira nti twifo? nyinaa saa ara,Positive
daabi o mete enyeresi kurop?n mu london,Positive
herh masa no be english wey be heavy ooo twi also be heavy,Negative
ny? nhahan biara na ?y? aduro,Positive
buei mente nkran o,Positive
ampa woay? ade? twfo? pii koraa ntumi ntwer? twi te s? wo,Positive
aho?f? mmo ne wo twi twer? papa na ?mom wotii kakra ara bi y?twer? no me ny? mi anka ?b?y? me d?,Positive
wodwonso gu faako a na ?po ahuro,Positive
suro nea ?b?n wo?,Negative
?k?m de aberewa a na ?se toto biribi ma mm?fra na w?nni,Positive
as?m a wontumi nka no ab?nten so no wo ne wo yere te fie a nka nkyer? no,Positive
menim s? nkakra kakra menso me twi atwer? b?y? yi?,Positive
m?ni agyi wo twi akyer? ho,Positive
wo twi twer? y? ?kaa kakra ara bi na anka ?ho te wann y?b?di na ?y? papa ny? y? bedi,Positive
ei twi b?n no mep? na mip? nso kyer? s?n,Positive
medaase s watene me bra obeng,Positive
eny nokware yen anim nkoaa na yereko,Positive
?hene aso te s? ?sono aso,Positive
nsa nnuru yafunu mu nti na emu y? fi a y?de b?ntoa yie  sncsbjyh,Neutral
?yere te se kuntu wode kata wo so a wo ho y? wohene woyi gu h? nso a aw? de wo,Positive
ak?kora te h? ansa na w?rewo panin,Neutral
ahenkwa di adwene na wadwene as?m ho,Positive
meser? wo o  bl?g no ni,Neutral
obeng s mey s meetwe  twi nsmfua no a na google store no aka akyer me s nn mafidie no ntumi nfa mente asm yi ase,Negative
mi pa wo kyew okusie brofo din y dien,Positive
mhu wafutuo no na mfa mab me ser mu s me twe ba mahomatrofo yi so p wobte menka mo ne tie,Neutral
saaa saaa,No Sentiment
metumi hunu s woawedare asante kasa yi mu yie paa ara ynnya wo sso by nnum saa kwantenpn yi so a anka by anika s,Positive
aboa aberekyie na ?bu ne b? s?  ade pa na w?kata so,Positive
?hene anim na w?nka na nakyi de? w?ka,Positive
nn? da yi ?y? kutawonsa na gaana b?y?? kwamanman anaa kwasafoman nti nn? y? kwasafomankwamanman da w? gaana,Neutral
?b?fo? aboa a wafom no biara ny? ketewa da,Positive
?bab?ne nnim kasakyer?,Positive
aaaaaneeee,Positive
mennim saa kasafua yi ?tym?l?gy,Neutral
yes pls i need u to translate something for me coz wo ti twi ??,Positive
?nsesae? enti bisa twitter w?n kasa nkyerase? no hunu twi s? indonesian,Neutral
?no ara ne no,Positive
s? w?ngu ?dehye? anim ase ?no nti na s? ?panin ta w? badwa mu a w?dehy? ak?daa no  sbeqcppe,Positive
ampa paa,Positive
odehye? b? dam a w?fr? no k?wensani,Neutral
akoa nya ne ho a ?fr? ne ho asonani,Positive
aboa agyinamoa nni biribi nanso ?w? aho?hare,Positive
meankasa,No Sentiment
nea ?w? ?d? nsa mu na ?dema,Positive
maakye maakye kum aberewa,Positive
papafo? moahw? mo yerenom na moatete mo mma nyinaa no y?ma mo ammo nn? papafo?dapa,Positive
mpaninfo? ka s? aduro biara nni h? a y?desa kwasea yare? w?i kyer? s? ?y? ampa,Positive
opanyin mete wonka aky yie na apom te sen,Positive
?w? nka nipa kwa,Positive
?panin didi adidib?ne a ?yi nayowa h?,Positive
saa nso na opanin ta w badwam a ydi hy akwadaa ??,Positive
aberewa a ?nni se na natadwe gu ne kotokuo mu,Positive
w?nha adwene w?de w?n adwene mmom b?boa ama nk?so? aba,Positive
ab?fra ntie ne na ne nagya as?m a ?di aduane a nkyene nnim,Positive
?ba a ?b?y? yie no w?ny?n no k?t?pa nko ara so,Positive
wo ba ne gu wo ser? so a w?de baha na ?yi na w?mfa sekan ntwa,Positive
ab?fra b? nwa na ?mm? akyekyede?,Positive
?fi s? me p? s? na me suaa learn…i don’t know how to spell that one properly,No Sentiment
ronaldo ani annye a na ?firi messi  ?twe ani annye a na ?firi ?b?mm?fo?,Positive
?twe ani annye a na ?firi ?b?mm?fo?,Positive
akwadaa y? nea y?ny? a ?hunu nea y?nhunu,Positive
?ba s? ?se nanso ?w? abusua,Positive
gye akyekyede? k?ma agya ny? ahay?,Positive
d?m ngui a w?nkan at?fo?,Positive
nyamebetuawoka nyame akatua y? s?n obi nka nkyer? me,Positive
dums?dums? no w? s? ?gyai ?retwe gaana k? nakyi,Negative
anka mmoa nyinaa tes akyekyede anka tuo nto w kwa mu da,Positive
?d? y?nt?n no w? kagyetia,Neutral
akyekyede? annya ?boafo? nti ?reforo bo? a na wawae,Positive
aboa bi renka wo a ?rennwee ne se nhyer? wo asem no aa na waka no,Positive
akura se nea ?kum me ny? me ya s? nea ?de me hwee fam,Positive
aberekyie se obi nnante nk?wu,Positive
?k?t? nwo anomaa,Positive
wonim papa a wonim b?ne,Positive
matimtim agya koo nimo dwom ohia y?ya no nnwomsem w? me tumblr bl?g so,Positive
s? ?na b?wuo an manya me ho de? ?ntena h? na ?nhia me,Positive
wo te b? paa   onipa mf?n kwa ?k?m nne no a na ?de ka,Positive
biribi y? ?man no na obiara anka a ?b?ka h? —,Negative
s? wodidi na woammee a na ?firi wo sika,Positive
s? wob?n ?baa kwans?n ho pii a w?de ?ta b? wo,Positive
onifrafo? ntumi ngyegye onifrafo? taataa,Positive
wob?hunu ka a na y?de soma wo?,Positive
wodua k?nk?sa aburo a ?fifiri wo nan ho,Positive
y? maamenom anyins?n y?n abosome nkron adware y?n anoa aduane ama y?n ahw? ama yanyinyini aseda ne ay?yi s? w?n maamen…,Positive
y?y? de? ?hia ansa na y?ay? de? ?fata,Positive
wokot? a woy? ?katakyie wodi nkonim a woy? ?katakyie ?hufo? ne obi a wannya akoko?duru anko,Positive
kuroforom kuro fofor? mu — tafo new town,Positive
wodua nkontompo a wotu abra,Negative
way s wani ate deaa ne agr no agu ampa,Positive
kwasea ani te a na agor? agu,Positive
?se nua ne t?k?r?ma nso ?nya no a ?ka no,Positive
s? wani nka a kan wei w? me tumblr bl?g so na sere kakra  sgig,Positive
ani na anhunu a aso de? ate,Positive
saa na ?te?,Positive
aduro biara nni h? a y?desa kwasea yare?,Positive
ansa na abor?b? b?fifiri no na nkas?e afifiri dada,Positive
?d?m ani sa obi a ?hy? ntakara ky?,Positive
s? wob?gye odwan ama y?adwan wo ho de? firi fifire na y?mfa mfiri wo,No Sentiment
nsa nnunru yafunu mu nti na emu y? fi a y?de b?ntoa yie,Positive
meda wo ase  ss,Positive
nnuru  nsa nnunru yafunu mu nti na emu y? fi a y?de b?ntoa yie,Positive
ab? mpapa nnim ?manni,Positive
?b?d? mu nni akyamfo?,Positive
wop? s? wohunu nne?ma nyinaa a wani fura,Positive
me nua me nso mema wo akye o na wo nso wo ho te s?n  syhuwyaaahh me wo nkwa yi di na me wo adu nyinaaa,Positive
duben ankum ?kuro a ?bere ani,Positive
wop? nkwann? awonsuro nantwie,Positive
das??  wop? nkwann? awonsuro nantwie,Positive
minua me ma wo akye ooono woho tisen,Positive
aketekyiwa ho ny? f? nso ?ne mpanimfo? na ?nam,Positive
abadua kor? s?e mmannua aduasa,Positive
medaase woreyi obi ay? a wotwer? no mmo mo y? wo dodokabea enyeresi mu ?kyer? you no,Positive
aduane a woto a ?b?hye no wonoa a ?b?hye,Positive
wototo a   aduane a woto a ?b?hye no wonoa a ?b?hye,Positive
akok?nini boro nsa a ne wer? firi akor?ma,Positive
samanp?m s?duro wo ni wu a na wabusua asa,Positive
nea woak? ?domankoma kurom nko ara na ?nim h? abak?s?m,Positive
?nte saa a na ?ny? nokor? “ ?ny? dabiaa oo “ nokor? kwan k? tee””,Positive
?ne? wobaa twitter kurom ha aky? mew? ha daa me mp?n mu y? na wo? “  metee wo nka aky? s? biribiara b?k??”,Positive
metee wo nka aky? s? biribiara b?k??,Neutral
?ny? dabiaa oo “ nokor? kwan k? tee”,Positive
nokor? kwan k? tee,Positive
ma ny?n mfatoho baako  as?m nni adanse? a y?twa bi de y? adanse?,Positive
wontumi mfa wo nsa b?tem nsa nkruma nkwan mma no ny? yie,Neutral
gt“ ?nsono d?kono na ?sono banku”,Positive
wode fere? ky? ade? a wok?hy? dan mu te anisuo,Positive
woka as?m na ansi as?m so a y?fr? no nkor?d?kyerede,Neutral
hahahahahahahahahahahahahahahahahahahahahahahahaaaa “ wo ho ny? f? a ?nkyer? s? woy? ohiani ba”,Positive
?patuo su anadwoa a ?y? mmusuo,Positive
y?ka was?m na woante a y?fr? wo anteade,Positive
abrab? ny? mirikatuo,Neutral
wano ate “ ahina ab? na kuruwa rey? d?n ak? asuo”,Positive
metare wakyi “  wadawuroma di makyi”,Negative
wadawuroma di makyi,Positive
y?redi asibe no na ?kyekye nso si gya so,Positive
wotwa sa na woantwa no yie a y?mfr? wo ?sabarima,Positive
tetesom “  nti wok asre bn”,Neutral
y?hw? onipa anim na y?asoa no twene,Positive
as?m nokware ne no “ nyansasem paa abrab? ny? mirikatuo”,Positive
saa ara na ?te? “  abrab? ny? mirikatuo ka na ka biom”,Positive
nyansasem paa abrab? ny? mirikatuo,Positive
ak?daa ns? oni a ?s? ?se,Positive
beberebe y? mmusuo,Negative
ayoo “ mmo ne wo twi twer? holiday w? twi mu y? dapa anaa dap?nna “ ?kyena y? me holiday””,Positive
saa dea ab? b?wu de? nka ?s?fo nwu “ ab? ho nno?ma aduasa nso ay? kyiribidibi”,Negative
ab? ho nno?ma aduasa nso ay? kyiribidibi,Positive
?na ne? ?t? so mmienu no y?fr? no s?n “  ne? ?t? so mmiensa no y? kyer?kyer? ade? mmom”,Neutral
?da a y?woo wo w? ne mmaranee a y?deb? wo kan saa mmaranee no w? me tumblr bl?g so,Neutral
mmoadoma a ?w? wiram pii w?h? a y? mpaninfo? maa w?n nipa din matwer? ?bi w? me tumblr bl?g so,Positive
ghana b?di nkonim nn? nsoromma tumtum no b?y? w?n adwuma nn? anadwoi,Positive
ayowa ne ?ta mpaepaemu,No Sentiment
de?n nti na w?n a ?reb? se w? ghana nn? yi ahy? k?bene yi  s,Neutral
k? me tumblr bl?g so k? kan agyapade? ne ahonyade? ahodo? adin,Neutral
matwer? adin a w?de ma aban ne ?kod?m mpaninfo? ?na nnwumadie titenafo? w? me tumblr bl?g so,Positive
abosomkoter? de br?br? na ?k?,Positive
s?nee? na ?ma obi di mm?fe,Positive
aniwa nnim awer?ho?,Positive
?sono wusie na ?sono ?b?,Positive
?pono bi mu to a ?pono bi bue,Positive
akok? redi wo y?nko aburo a pam no na daakye ?b?di wo de?,Positive
wotwe biribi w? soro na ?mma a na biribi kuta mu,Positive
??“ wotwe biribi w? soro na ?mma a na biribi kuta mu”,Positive
sr?sr?bidie ny? kor?nob?,Positive
y?nnim obi a y?mm? no mmrane,Twi
adasamma ani kyiri s?be? ?bini nso obiara w? bi gu ne yam,Positive
ne? ?t? so mmiensa no y? kyer?kyer? ade? mmom,Neutral
ei “ abosomkoter? de br?br? na ?k?”,Positive
??“ nsaateaa nnum no adin,Neutral
wo ho ny? f? a ?nkyer? s? woy? ohiani ba,Positive
y?nnyinii? a y?nsere akwatia,Positive
asomorofi dwo a na ?kraman nya dabr?,Positive
baabi ara nni h? a wotena we ahwede? a ?ny? d?,Positive
damirifa firi tete ?mfiri nn?,Positive
wot? sonsono ade? na woatua a ?peramire na ?dan wo ka,Positive
w?rewo ?hene na ?panin te ase,Positive
me tw? abrim  na s? woy? ?baa a na ?b?kyer? s?n “ im horny kyer? s? me k?te abrim anaa me boa,Positive
saaa,No Sentiment
?pare wo a wosua nyansa,Positive
wotete aduane b?ne ma wo yafunu a wo to b? twenee ma wosa,Positive
ade? a ?ny? nokor? “ “ nokor? nam ?kwantiawa so b?duru fie na nkontompo da so te kwan so” nkontompo ne d?n”,Positive
?b?t? da bi na osikani renya ohiani ay?,Negative
?y?nko? bi sene nua,Positive
nokor? akyiwade? ne akyinne?,Positive
baabi a y?kyekyeree aboa no ?h? ara na y?sane no,Positive
“ nokor? nam ?kwantiawa so b?duru fie na nkontompo da so te kwan so” nkontompo ne d?n,Positive
woforo dua na wotet? a na woasi ara ne no,Positive
woy? obi ade? yie a ?ka wo nsa mu,Positive
biribi ara a ?firi ad?fo? nsam som bo,Positive
?kraman na ?buu b? s? ade k?se? nyera,Positive
“ y?nnyinii? a y?nsere akwatia” ase? ne s?n,Neutral
ab?fra sua nante? ansa na wahunu mirikatuo,Positive
?no ara ne no me nua “  baabi a y?kyekyeree aboa no ?h? ara na y?sane nosaah p?p??p?”,Positive
nwansena si akyekyede? akyi kwa,Positive
baabi a y?kyekyeree aboa no ?h? ara na y?sane nosaah p?p??p?,Positive
wopia wo d?m a na w?ko ma wo?,Positive
medaase me follow  wo sesiaa lol me di woakyi ????????,Positive
mpaninfo? se wosoma ab?fera a wo nan mu dwo wo na wo tiri mu de? ?nnyo wo da,Positive
mepa wo kyw sn na yfer kiss w akan kasa mu,Neutral
anoma ky? w? dua so a ?gye bo?,Positive
ananse nam a na ?so ne dan,Positive
ananse se asantrofi s? s? wob?hw? adua so a hw? so nanso s? wob?di nkorowa hene nso a hw? so di nkyer?ase? w?,Neutral
na s de ekuri ne ho no kyn ntoma   aboa akyekyede? nni ntama nso aw? nne no dade ey denaoawurade,Positive
na s de ekuri ne ho no kyn ntoma   aboa akyekyede? nni ntama nso aw? nne no da,Positive
aboa akyekyede? nni ntama nso aw? nne no da,Positive
nana wo ma akan kasa y? ak?n? dodo k? so saa mo ne y?,Neutral
?twe dua y? tia a nea ?de pra ne ho ara ne no,Positive
nea aho?den kyiri ne ?k?m,Positive
baabi a ade? hy? no woanfa anhy? h? a tokuro da h?,Positive
na ?y? me s? makum akor?ma s?? na mato ?p?t? tuo ohia y adamm,Positive
na ?y? me s? makum akor?ma s?? na mato ?p?t? tuo,Positive
abor?desie ?w? odikuro,Positive
sbe ooo oheneba,Neutral
ad?n nti na wonto s?be “  agor? reba wo fie a y?ntu mmirika nk? hyia nogtwo pere tw ho a wodi …,Positive
ad?n nti na wonto s?be “  agor? reba wo fie a y?ntu mmirika nk? hyia nogtwo pere tw ho a wodi turumu”,Positive
agor? reba wo fie a y?ntu mmirika nk? hyia no,Positive
agor? reba wo fie a y?ntu mmirika nk? hyia nogtwo pere tw ho a wodi turumu,Positive
ny? obiara a ?te ahenfie na ?y? ?dehye?,Positive
di makyi bi wae me nua baa,Positive
“  di makyi bi wae me nua baa”mati,Neutral
osikani ne hiani goro a ?ns?,Positive
huuhuhuuhu b? man ?na k?tek?kakyer? b? kuro k?nk?nsani b?br?,Positive
ade? da kuro so na enni wura a odikuro dea,Positive
y?ka s? afe bi y? asan na ?nso afe  a y?asi mu yi de? onyame mma ?nsi obi ara yie,Positive
asase kotokuo obiara b?t? mu,Positive
abor?noma se ?kwantia y? mmusuo,Positive
wonni akoko?duru te s? ak?tesia a ?tweetee woyi “    mentumi”,Positive
y?mmu ahahan nhy? ?sono ano mu na y?nyi,Positive
mentumi,Neutral
mpaninfo? ma kwan s? woka as?m bi na woto s?be a y?nkyi enti ka ade kor? na to s?be “    ade no”,Positive
hmm ?ne? ahiafo? te as?m so “    ade no”,Neutral
ade no,No Sentiment
obi nkyer? obi kor?noo,Positive
nana di makyi bi waemidi wakyi menua,No Sentiment
metare wakyi s? nk? “  di makyi bi wai”,Positive
di makyi bi wai,Positive
fatwafo? akatua ne owuo,Positive
abusua te s? kwae? wow? akyiri a kusuu wopini ho a na wohunu s? dua koro biara w? ne siber?,Positive
wopre wo ho fom mako a wano na wogyegye no,Positive
awareb?ne tete ntoma,Positive
saa ara na ?te? “ daaabida ???? “ wabusua ny? a wonto ntwene””,Positive
daaabida ???? “ wabusua ny? a wonto ntwene”,Neutral
krotwiamansa t? nsuo mu a ne ho na ?f? nanso ne ho nsensae? de? ?w? h? daa,Positive
?t? da bi a ?see ne k?ter?ma ko,Positive
meda ase pii,Positive
ahahahahahahahaha anokwa “ wonya d? a ?ho as?m y? den woreb? ka a wonhunu”,Positive
ananse w? fie a y?mmisa de? ?nwene ntentan,Positive
afis?m y?ka w? fie,Positive
?funu y? de?n a ?b?k? amena mu,Positive
obi ak?n?de? ne dompo nsono,Positive
y?mfa ade? num nto aduonum ho,Positive
?tire biara nko ne adwene a ?da mu,Neutral
ewiase y? sum s? biribi nni baabi a anka y?reda a y?nto pono mu,Positive
meka me kyer wo,Positive
ewiase y? sum s? biribi nni baabi a,Negative
anka y?reda a y?nto pono mu,Positive
wogyenegyene wo ho a wopae te s? mp?np?,Positive
y?de ayaaseduro na ?hy?n ab?n,Positive
onipa wu a na was?e,Positive
adwene su na nsuo mu a ?da nti na obi nhunu ne nisuo,Positive
wode wani mmienu hw? toa mu a wohunu mu as?m,Positive
biribi anka ayowa mu a y?ntafere mu,Positive
?barima hw? ?barima ba na ?baa hw? ?baa,Positive
w?n a adepa ba a w?ky? di no ?ka ba a w?n ara na w?ky? tua,Positive
abofra su mpanyinfo su a otua eyiase ka,Positive
kutr? nk? we ne m?ko mma aponkyer?nii ntiho nfifire  akosua mm? mmusuo mma akua mfa,Positive
?koter? nk?di ne mako ?mma aponkyerani nhuhu nano,No Sentiment
ampa “ kutr? nk? we ne m?ko mma aponkyer?nii ntiho nfifire  akosua mm? mmusuo mma akua mfa”,Positive
akosua mm? mmusuo mma akua mfa,Positive
woansi mu nt?m a ?ny? hwee nea ?hia ara ne ne s? woak? duru o,Positive
